"subject_id","trial_type","original_trial_index","x","y","item"
"subj_40","free_sort",5,172,137,"see something"
"subj_40","free_sort",5,158,434,"hear something"
"subj_40","free_sort",5,422,404,"get tired"
"subj_40","free_sort",5,462,189,"jump up and down"
"subj_40","free_sort",5,76,263,"think about something"
"subj_40","free_sort",5,242,348,"experience pain"
"subj_40","free_sort",5,133,83,"feel scared"
"subj_40","free_sort",5,106,314,"remember something"
"subj_40","free_sort",5,364,475,"become hungry"
"subj_40","free_sort",5,462,371,"sit down"
"subj_41","free_sort",21,18,303,"sit down"
"subj_41","free_sort",21,333,240,"choose what to do"
"subj_41","free_sort",21,472,190,"become hungry"
"subj_41","free_sort",21,69,391,"kick something"
"subj_41","free_sort",21,495,393,"experience pain"
"subj_41","free_sort",21,339,99,"remember something"
"subj_41","free_sort",21,197,305,"hear something"
"subj_41","free_sort",21,146,67,"reach for something"
"subj_41","free_sort",21,470,373,"get sick"
"subj_41","free_sort",21,86,435,"jump up and down"
"subj_41","free_sort",21,303,351,"get tired"
"subj_41","free_sort",21,67,178,"feel scared"
"subj_41","free_sort",21,199,241,"see something"
"subj_41","free_sort",21,332,81,"think about something"
"subj_41","free_sort",21,298,501,"take a walk"
"subj_42","free_sort",21,202,427,"sit down"
"subj_42","free_sort",21,466,405,"get sick"
"subj_42","free_sort",21,433,250,"hear something"
"subj_42","free_sort",21,442,427,"get tired"
"subj_42","free_sort",21,192,422,"reach for something"
"subj_42","free_sort",21,131,424,"jump up and down"
"subj_42","free_sort",21,175,458,"kick something"
"subj_42","free_sort",21,164,389,"take a walk"
"subj_42","free_sort",21,348,116,"choose what to do"
"subj_42","free_sort",21,306,114,"think about something"
"subj_42","free_sort",21,444,279,"see something"
"subj_42","free_sort",21,314,143,"remember something"
"subj_42","free_sort",21,459,432,"become hungry"
"subj_42","free_sort",21,49,199,"feel scared"
"subj_42","free_sort",21,454,445,"experience pain"
"subj_43","free_sort",5,301,230,"get tired"
"subj_43","free_sort",5,428,245,"hear something"
"subj_43","free_sort",5,447,440,"jump up and down"
"subj_43","free_sort",5,344,461,"kick something"
"subj_43","free_sort",5,483,182,"see something"
"subj_43","free_sort",5,191,286,"sit down"
"subj_43","free_sort",5,271,512,"take a walk"
"subj_43","free_sort",5,186,108,"become hungry"
"subj_43","free_sort",5,494,294,"feel scared"
"subj_43","free_sort",5,281,381,"choose what to do"
"subj_43","free_sort",5,430,81,"think about something"
"subj_43","free_sort",5,144,446,"get sick"
"subj_43","free_sort",5,389,345,"remember something"
"subj_43","free_sort",5,60,269,"reach for something"
"subj_43","free_sort",5,70,399,"experience pain"
"subj_44","free_sort",5,389,143,"think about something"
"subj_44","free_sort",5,205,441,"kick something"
"subj_44","free_sort",5,238,271,"feel scared"
"subj_44","free_sort",5,320,79,"see something"
"subj_44","free_sort",5,452,368,"experience pain"
"subj_44","free_sort",5,77,216,"get tired"
"subj_44","free_sort",5,308,471,"take a walk"
"subj_44","free_sort",5,248,74,"remember something"
"subj_44","free_sort",5,372,281,"choose what to do"
"subj_44","free_sort",5,370,106,"reach for something"
"subj_44","free_sort",5,258,451,"jump up and down"
"subj_44","free_sort",5,52,280,"sit down"
"subj_44","free_sort",5,110,257,"become hungry"
"subj_44","free_sort",5,189,80,"hear something"
"subj_44","free_sort",5,125,201,"get sick"
"subj_45","free_sort",21,362,433,"reach for something"
"subj_45","free_sort",21,64,285,"become hungry"
"subj_45","free_sort",21,383,468,"hear something"
"subj_45","free_sort",21,45,184,"feel scared"
"subj_45","free_sort",21,327,112,"take a walk"
"subj_45","free_sort",21,280,62,"sit down"
"subj_45","free_sort",21,92,245,"get tired"
"subj_45","free_sort",21,86,169,"experience pain"
"subj_45","free_sort",21,359,471,"see something"
"subj_45","free_sort",21,296,80,"kick something"
"subj_45","free_sort",21,59,232,"get sick"
"subj_45","free_sort",21,320,426,"remember something"
"subj_45","free_sort",21,369,504,"think about something"
"subj_45","free_sort",21,341,68,"jump up and down"
"subj_45","free_sort",21,267,144,"choose what to do"
"subj_46","free_sort",21,432,107,"see something"
"subj_46","free_sort",21,93,224,"reach for something"
"subj_46","free_sort",21,408,441,"get sick"
"subj_46","free_sort",21,256,298,"choose what to do"
"subj_46","free_sort",21,491,235,"think about something"
"subj_46","free_sort",21,107,214,"kick something"
"subj_46","free_sort",21,430,114,"hear something"
"subj_46","free_sort",21,99,210,"sit down"
"subj_46","free_sort",21,406,448,"experience pain"
"subj_46","free_sort",21,499,219,"get tired"
"subj_46","free_sort",21,499,233,"feel scared"
"subj_46","free_sort",21,495,240,"become hungry"
"subj_46","free_sort",21,91,218,"jump up and down"
"subj_46","free_sort",21,92,215,"take a walk"
"subj_46","free_sort",21,493,243,"remember something"
"subj_47","free_sort",21,79,217,"hear something"
"subj_47","free_sort",21,499,232,"remember something"
"subj_47","free_sort",21,399,466,"experience pain"
"subj_47","free_sort",21,353,462,"become hungry"
"subj_47","free_sort",21,483,289,"choose what to do"
"subj_47","free_sort",21,159,332,"reach for something"
"subj_47","free_sort",21,255,114,"take a walk"
"subj_47","free_sort",21,238,23,"kick something"
"subj_47","free_sort",21,197,137,"sit down"
"subj_47","free_sort",21,448,441,"get sick"
"subj_47","free_sort",21,96,458,"get tired"
"subj_47","free_sort",21,83,285,"see something"
"subj_47","free_sort",21,449,252,"think about something"
"subj_47","free_sort",21,158,486,"feel scared"
"subj_47","free_sort",21,300,65,"jump up and down"
"subj_48","free_sort",21,511,276,"get sick"
"subj_48","free_sort",21,316,533,"see something"
"subj_48","free_sort",21,275,488,"hear something"
"subj_48","free_sort",21,254,107,"take a walk"
"subj_48","free_sort",21,379,146,"jump up and down"
"subj_48","free_sort",21,507,340,"become hungry"
"subj_48","free_sort",21,77,277,"feel scared"
"subj_48","free_sort",21,436,364,"get tired"
"subj_48","free_sort",21,350,85,"kick something"
"subj_48","free_sort",21,289,171,"sit down"
"subj_48","free_sort",21,124,418,"remember something"
"subj_48","free_sort",21,57,359,"think about something"
"subj_48","free_sort",21,140,334,"choose what to do"
"subj_48","free_sort",21,432,301,"experience pain"
"subj_48","free_sort",21,289,48,"reach for something"
"subj_49","free_sort",5,200,104,"choose what to do"
"subj_49","free_sort",5,403,166,"feel scared"
"subj_49","free_sort",5,181,367,"jump up and down"
"subj_49","free_sort",5,382,111,"get tired"
"subj_49","free_sort",5,190,430,"take a walk"
"subj_49","free_sort",5,63,217,"see something"
"subj_49","free_sort",5,241,383,"sit down"
"subj_49","free_sort",5,165,206,"think about something"
"subj_49","free_sort",5,396,61,"become hungry"
"subj_49","free_sort",5,478,177,"experience pain"
"subj_49","free_sort",5,136,145,"hear something"
"subj_49","free_sort",5,122,396,"kick something"
"subj_49","free_sort",5,431,116,"get sick"
"subj_49","free_sort",5,75,149,"remember something"
"subj_49","free_sort",5,127,54,"reach for something"
"subj_50","free_sort",5,333,472,"get sick"
"subj_50","free_sort",5,289,430,"experience pain"
"subj_50","free_sort",5,68,315,"reach for something"
"subj_50","free_sort",5,294,499,"get tired"
"subj_50","free_sort",5,446,301,"see something"
"subj_50","free_sort",5,109,198,"take a walk"
"subj_50","free_sort",5,176,247,"choose what to do"
"subj_50","free_sort",5,103,257,"jump up and down"
"subj_50","free_sort",5,413,346,"hear something"
"subj_50","free_sort",5,490,334,"think about something"
"subj_50","free_sort",5,234,533,"sit down"
"subj_50","free_sort",5,166,486,"become hungry"
"subj_50","free_sort",5,453,365,"remember something"
"subj_50","free_sort",5,137,314,"kick something"
"subj_50","free_sort",5,545,267,"feel scared"
